Id,Student_Age,Sex,High_School_Type,Scholarship,Additional_Work,Sports_activity,Transportation,Weekly_Study_Hours,Reading,Notes,Listening_in_Class,Project_work,Attendance,Grade
10307,21,Female,State,25%,Yes,No,Bus,11,Yes,Yes,No,No,Always,CC
10308,19,Male,State,25%,No,Yes,Bus,10,No,Yes,No,Yes,Always,DC
10309,25,Male,Private,50%,Yes,Yes,Bus,5,Yes,No,No,Yes,Always,FF
10310,23,Female,Private,50%,Yes,No,Bus,9,Yes,No,Yes,No,Never,DC
10311,25,Male,Private,25%,No,Yes,Bus,0,Yes,No,Yes,Yes,Always,FF
10312,24,Female,Private,50%,Yes,Yes,Private,13,No,Yes,No,No,Always,CC
10313,21,Female,Private,25%,Yes,Yes,Private,3,Yes,Yes,Yes,No,Sometimes,DC
10314,24,Male,State,0%,Yes,Yes,Private,4,Yes,Yes,Yes,Yes,Always,CC
10315,20,Female,Private,0%,No,Yes,Bus,8,Yes,Yes,Yes,No,Always,BB
10316,25,Female,State,0%,Yes,No,Private,9,Yes,Yes,Yes,Yes,Always,BB
10317,20,Male,Private,75%,No,Yes,Bus,8,Yes,Yes,Yes,Yes,Always,CC
10318,18,Male,Other,100%,No,Yes,Bus,4,No,No,No,No,Always,FF
10319,24,Male,Other,25%,No,No,Private,13,Yes,Yes,Yes,No,Always,BB
10320,23,Male,State,50%,Yes,No,Private,1,Yes,No,No,Yes,Never,FF
10321,25,Female,Private,0%,No,Yes,Private,2,No,Yes,No,Yes,Always,DC
10322,22,Male,Private,50%,Yes,No,Private,8,Yes,Yes,Yes,Yes,Sometimes,CC
10323,21,Female,State,0%,No,No,Bus,3,Yes,No,Yes,Yes,Always,DC
10324,19,Male,State,50%,No,No,Private,13,Yes,Yes,Yes,No,Sometimes,CC
10325,23,Male,State,100%,Yes,Yes,Private,3,No,Yes,No,No,Sometimes,FF
10326,23,Female,State,0%,No,No,Private,14,Yes,Yes,Yes,No,Always,BB
10327,20,Female,Other,75%,Yes,No,Private,12,Yes,Yes,Yes,Yes,Always,CC
10328,24,Male,Private,0%,Yes,No,Bus,13,Yes,Yes,Yes,Yes,Always,BA
10329,25,Male,State,25%,No,Yes,Bus,16,Yes,Yes,Yes,Yes,Sometimes,BA
10330,25,Male,Private,0%,No,No,Bus,8,Yes,Yes,Yes,Yes,Always,CC
10331,18,Male,Private,25%,Yes,No,Bus,4,No,No,Yes,No,Always,DC
10332,18,Female,State,0%,Yes,Yes,Bus,8,Yes,Yes,Yes,Yes,Always,DC
10333,21,Male,Private,25%,Yes,Yes,Bus,6,No,Yes,Yes,Yes,Sometimes,DC
10334,20,Male,State,25%,No,No,Bike,5,Yes,Yes,Yes,Yes,Always,CC
10335,23,Male,Private,25%,No,Yes,Private,9,No,No,No,Yes,Always,DC
10336,25,Female,State,50%,Yes,No,Private,7,No,Yes,Yes,Yes,Always,DC
10337,22,Female,State,100%,Yes,Yes,Bus,5,Yes,Yes,Yes,Yes,Sometimes,DC
10338,20,Male,State,25%,No,Yes,Bus,7,Yes,Yes,No,Yes,Always,DC
10339,21,Female,Private,0%,No,No,Private,10,No,No,Yes,Yes,Always,CC
10340,21,Male,State,25%,No,Yes,Bus,12,Yes,Yes,Yes,Yes,Sometimes,BB
10341,20,Male,State,75%,No,No,Private,2,Yes,Yes,No,Yes,Sometimes,FF
10342,21,Female,State,50%,Yes,No,Bike,7,No,Yes,Yes,No,Sometimes,CC
10343,20,Female,Private,50%,No,No,Bus,7,Yes,Yes,Yes,Yes,Always,CC
10344,19,Female,State,0%,No,No,Private,3,Yes,Yes,Yes,No,Always,FF
10345,20,Female,State,25%,No,No,Bus,8,No,No,Yes,Yes,Sometimes,DC
10346,24,Male,State,25%,Yes,Yes,Private,9,Yes,Yes,Yes,Yes,Always,BB
10347,20,Female,State,100%,No,No,Bus,10,Yes,Yes,Yes,Yes,Sometimes,CC
10348,21,Male,State,75%,No,Yes,Bus,8,Yes,Yes,Yes,Yes,Always,CC
10349,25,Female,Private,0%,No,Yes,Private,4,Yes,Yes,Yes,Yes,Always,FF
10350,24,Male,Private,50%,No,No,Private,16,No,Yes,Yes,Yes,Always,CC
10351,21,Female,Private,25%,No,No,Private,11,No,Yes,Yes,Yes,Always,CC
10352,18,Male,State,25%,No,Yes,Bus,10,Yes,No,Yes,No,Always,BB
10353,18,Male,State,75%,No,Yes,Private,12,No,Yes,Yes,Yes,Sometimes,CC
10354,25,Female,Private,50%,No,No,Private,9,Yes,Yes,Yes,Yes,Sometimes,BB
10355,25,Male,State,25%,Yes,Yes,Bike,13,Yes,Yes,Yes,No,Always,BA
10356,24,Female,State,25%,No,No,Private,8,Yes,No,Yes,Yes,Sometimes,DC
10357,19,Male,State,75%,No,No,Private,8,Yes,No,No,Yes,Always,CC
10358,25,Male,Private,50%,No,Yes,Private,11,Yes,No,Yes,Yes,Always,CC
10359,18,Male,Private,50%,No,Yes,Bus,14,Yes,Yes,Yes,Yes,Sometimes,BA
10360,20,Male,Private,25%,No,No,Bus,14,Yes,Yes,Yes,Yes,Always,BA
10361,21,Female,Private,25%,No,Yes,Bus,10,Yes,Yes,Yes,No,Always,BB
10362,18,Male,Private,100%,Yes,Yes,Private,10,No,Yes,Yes,No,Sometimes,CC
10363,18,Female,Private,50%,Yes,Yes,Private,11,No,Yes,Yes,Yes,Never,CC
10364,19,Female,State,25%,Yes,Yes,Private,12,No,No,Yes,Yes,Always,CC
10365,24,Male,Private,50%,No,Yes,Bus,13,Yes,Yes,Yes,Yes,Always,BB
10366,24,Female,Other,75%,Yes,No,Bus,7,Yes,Yes,No,Yes,Always,DC
10367,23,Female,Private,25%,Yes,No,Bus,13,Yes,Yes,No,No,Always,CC
10368,19,Female,Private,0%,Yes,No,Bus,9,Yes,Yes,Yes,Yes,Always,BB
10369,20,Male,Private,50%,No,No,Bus,11,Yes,Yes,Yes,Yes,Sometimes,CC
10370,24,Male,Private,50%,No,Yes,Bike,14,Yes,Yes,Yes,Yes,Always,BB
10371,21,Female,State,50%,Yes,Yes,Bus,11,Yes,Yes,Yes,No,Sometimes,CC
10372,25,Female,Private,75%,No,No,Bus,12,No,No,Yes,Yes,Always,CC
10373,19,Female,Other,25%,No,No,Bus,6,Yes,No,Yes,No,Always,DC
10374,25,Male,State,0%,Yes,No,Bike,14,Yes,Yes,No,No,Always,CC
10375,18,Female,State,100%,No,No,Private,11,Yes,Yes,Yes,Yes,Always,BB
10376,21,Male,State,25%,No,No,Bus,9,Yes,Yes,No,Yes,Always,CC
10377,21,Male,State,50%,Yes,Yes,Bike,12,Yes,Yes,No,Yes,Always,BB
10378,18,Male,Private,50%,Yes,No,Bus,18,Yes,No,Yes,Yes,Sometimes,BB
10379,19,Female,State,50%,No,No,Bus,3,No,Yes,Yes,No,Sometimes,FF
10380,18,Male,Private,25%,No,No,Bus,5,Yes,Yes,No,No,Always,DC
10381,25,Male,Private,75%,Yes,No,Bus,19,Yes,Yes,Yes,Yes,Always,BA
10382,23,Female,State,75%,No,No,Private,10,Yes,Yes,Yes,Yes,Sometimes,BB
10383,21,Male,State,50%,No,No,Bike,9,Yes,Yes,No,No,Always,CC
10384,22,Male,State,50%,No,No,Private,8,Yes,Yes,Yes,No,Sometimes,CC
10385,22,Male,Private,0%,Yes,No,Bus,13,Yes,No,Yes,No,Always,CC
10386,25,Female,State,0%,No,No,Bus,18,Yes,Yes,Yes,Yes,Always,BA
10387,20,Female,Private,25%,No,No,Bus,5,No,Yes,No,Yes,Always,FF
10388,24,Male,Private,25%,No,Yes,Bus,8,Yes,No,No,Yes,Always,DC
10389,18,Female,Private,100%,No,No,Bus,7,Yes,Yes,Yes,Yes,Never,DC
10390,18,Female,State,75%,No,No,Bus,11,Yes,No,Yes,No,Always,BB
10391,20,Male,Private,50%,No,No,Private,13,Yes,Yes,No,Yes,Always,BB
10392,20,Female,State,50%,No,Yes,Private,14,Yes,No,Yes,No,Always,BB
10393,25,Female,State,0%,No,No,Bus,11,Yes,Yes,No,No,Sometimes,DC
10394,25,Female,State,100%,No,Yes,Bus,18,No,Yes,Yes,Yes,Sometimes,BB
10395,20,Male,State,25%,Yes,No,Bus,6,Yes,No,No,No,Never,FF
10396,21,Female,State,0%,No,Yes,Bus,5,Yes,No,Yes,Yes,Always,DC
10397,25,Female,State,50%,Yes,No,Bus,14,Yes,Yes,Yes,Yes,Always,BA
10398,23,Male,State,75%,No,Yes,Bus,8,No,Yes,Yes,No,Always,DC
10399,25,Male,Private,75%,No,Yes,Private,2,Yes,No,Yes,No,Always,DC
10400,18,Male,State,0%,No,No,Private,7,Yes,Yes,No,No,Always,CC
10401,25,Male,State,75%,Yes,Yes,Bus,9,Yes,Yes,Yes,No,Never,CC
10402,21,Female,Private,25%,No,No,Private,5,Yes,Yes,Yes,No,Always,CC
10403,20,Male,Private,0%,No,No,Bus,4,Yes,Yes,Yes,Yes,Always,FF
10404,18,Male,State,75%,Yes,No,Private,7,Yes,Yes,Yes,No,Always,CC
10405,25,Female,Private,75%,No,Yes,Bus,4,Yes,No,Yes,Yes,Always,FF
10406,21,Male,Other,50%,No,No,Bus,11,No,No,Yes,Yes,Always,DC
10407,23,Female,Private,50%,No,Yes,Bus,0,Yes,No,No,No,Always,FF
10408,25,Male,State,75%,No,No,Bus,8,Yes,Yes,Yes,No,Always,CC
10409,21,Male,Private,75%,No,No,Bus,10,Yes,Yes,No,Yes,Always,CC
10410,23,Male,State,75%,No,Yes,Bike,8,Yes,Yes,Yes,Yes,Never,CC
10411,20,Male,State,50%,Yes,Yes,Private,12,Yes,Yes,Yes,No,Always,BB
10412,25,Male,State,100%,Yes,Yes,Bus,3,No,Yes,No,Yes,Always,FF
10413,23,Female,State,100%,No,No,Bus,5,Yes,Yes,Yes,No,Always,DC
10414,18,Female,Private,0%,No,Yes,Private,7,No,Yes,Yes,No,Always,DC
10415,20,Male,Private,75%,Yes,No,Private,11,Yes,Yes,Yes,No,Sometimes,BB
10416,18,Female,Private,50%,Yes,No,Private,9,No,Yes,Yes,Yes,Always,CC
10417,22,Female,State,25%,No,No,Bus,17,Yes,No,Yes,Yes,Always,BB
10418,19,Female,Private,50%,No,No,Private,5,Yes,No,Yes,Yes,Sometimes,FF
10419,25,Male,Private,0%,Yes,Yes,Private,2,Yes,No,No,No,Always,FF
10420,23,Male,State,50%,No,No,Bus,15,Yes,No,Yes,Yes,Sometimes,CC
10421,19,Male,State,75%,Yes,No,Bus,2,Yes,Yes,Yes,No,Always,CC
10422,19,Female,State,25%,No,No,Private,11,Yes,No,Yes,No,Always,BB
10423,23,Female,Private,25%,No,Yes,Private,4,No,No,No,Yes,Always,FF
10424,20,Male,Private,100%,No,Yes,Bus,0,No,Yes,Yes,No,Always,FF
10425,25,Male,Other,25%,No,Yes,Bike,7,No,No,Yes,Yes,Never,FF
10426,22,Female,Private,25%,No,Yes,Bus,12,Yes,Yes,Yes,Yes,Always,CC
10427,18,Female,State,25%,Yes,Yes,Bus,3,No,Yes,Yes,Yes,Always,CC
10428,21,Female,State,50%,Yes,Yes,Bus,10,Yes,Yes,Yes,Yes,Always,CC
10429,18,Female,State,50%,No,No,Bike,11,Yes,Yes,Yes,No,Always,BB
10430,21,Male,Private,75%,No,Yes,Bus,3,Yes,Yes,Yes,No,Always,DC
10431,18,Female,State,50%,No,No,Bus,7,Yes,Yes,Yes,Yes,Sometimes,DC
10432,23,Female,State,75%,No,Yes,Bus,14,Yes,Yes,Yes,No,Always,BA
10433,22,Male,State,50%,No,No,Bus,11,Yes,Yes,Yes,No,Sometimes,BB
10434,25,Female,Private,25%,Yes,No,Private,7,Yes,No,Yes,Yes,Always,DC
10435,21,Female,Private,50%,No,No,Bus,10,No,No,Yes,No,Sometimes,CC
10436,25,Male,Private,50%,No,No,Private,5,No,No,Yes,Yes,Sometimes,FF
10437,25,Female,State,50%,No,Yes,Bike,12,Yes,Yes,No,No,Sometimes,CC
10438,25,Female,State,0%,No,No,Bus,12,Yes,Yes,No,No,Always,BB
10439,24,Female,Private,0%,No,Yes,Private,8,No,Yes,Yes,Yes,Always,CC
10440,20,Male,State,25%,No,Yes,Bus,9,Yes,Yes,Yes,Yes,Sometimes,BB
10441,18,Male,Private,25%,No,Yes,Bus,4,No,Yes,No,No,Always,FF
10442,25,Female,State,50%,No,No,Private,3,No,Yes,Yes,No,Always,FF
10443,18,Male,Other,0%,No,Yes,Private,6,Yes,Yes,Yes,Yes,Sometimes,DC
10444,25,Female,Private,75%,No,No,Bus,8,Yes,Yes,Yes,Yes,Sometimes,CC
10445,21,Female,Private,25%,No,Yes,Bus,12,No,Yes,Yes,Yes,Always,CC
10446,20,Male,Private,25%,No,No,Bike,12,No,Yes,Yes,Yes,Never,CC
10447,20,Female,State,50%,No,No,Private,9,Yes,No,Yes,Yes,Always,CC
10448,23,Female,State,25%,No,Yes,Bus,13,Yes,Yes,Yes,Yes,Always,BB
10449,24,Male,Other,75%,No,Yes,Bus,4,Yes,No,No,Yes,Always,FF
10450,23,Female,Private,0%,Yes,No,Bus,12,Yes,Yes,Yes,Yes,Always,BB
10451,23,Female,Other,25%,No,Yes,Bus,5,No,No,Yes,No,Never,FF
10452,23,Female,Private,75%,No,No,Bus,13,No,Yes,Yes,Yes,Always,CC
10453,23,Female,State,50%,Yes,No,Bus,8,Yes,Yes,Yes,Yes,Never,DC
10454,23,Male,Private,25%,No,Yes,Bus,0,Yes,Yes,Yes,Yes,Sometimes,FF
10455,22,Female,State,25%,No,Yes,Private,11,No,No,Yes,No,Always,CC
10456,20,Female,State,50%,No,Yes,Bus,11,Yes,Yes,Yes,Yes,Always,CC
10457,23,Female,State,100%,No,Yes,Bus,6,Yes,Yes,Yes,Yes,Sometimes,DC
10458,25,Female,State,75%,No,Yes,Bus,7,Yes,Yes,No,No,Always,DC
10459,20,Male,Private,25%,Yes,Yes,Bus,7,Yes,Yes,Yes,No,Always,DC
10460,20,Female,Private,100%,No,Yes,Bus,0,No,Yes,Yes,No,Sometimes,FF
10461,19,Male,State,0%,Yes,Yes,Private,0,No,No,Yes,Yes,Always,FF
10462,22,Male,Private,0%,Yes,No,Bus,13,Yes,Yes,Yes,Yes,Always,BB
10463,23,Male,Private,75%,No,No,Bus,5,Yes,Yes,Yes,Yes,Always,DC
10464,18,Female,State,0%,No,No,Bus,15,Yes,Yes,No,Yes,Sometimes,BB
10465,21,Female,State,0%,No,Yes,Bus,13,Yes,Yes,Yes,Yes,Always,BB
10466,24,Female,Private,25%,No,Yes,Bus,14,No,Yes,No,Yes,Sometimes,CC
10467,25,Female,Private,25%,No,No,Bus,5,Yes,Yes,Yes,Yes,Always,CC
10468,18,Female,Private,50%,No,No,Bus,2,No,Yes,Yes,No,Always,DC
10469,22,Female,State,50%,No,Yes,Private,4,Yes,No,Yes,No,Never,FF
10470,21,Male,State,25%,Yes,Yes,Bike,6,Yes,Yes,Yes,Yes,Never,DC
10471,22,Male,Other,50%,Yes,No,Bus,0,Yes,Yes,Yes,No,Sometimes,FF
10472,25,Male,State,100%,No,No,Private,6,Yes,No,Yes,No,Always,DC
10473,20,Female,Private,75%,Yes,Yes,Private,7,Yes,Yes,Yes,Yes,Always,CC
10474,21,Female,Other,25%,No,No,Bike,3,Yes,Yes,Yes,Yes,Always,CC
10475,20,Male,State,100%,No,No,Bus,4,Yes,Yes,Yes,Yes,Sometimes,FF
10476,25,Male,Private,50%,Yes,No,Private,7,No,Yes,Yes,No,Always,DC
10477,18,Female,Other,0%,No,No,Bike,9,Yes,Yes,No,Yes,Sometimes,DC
10478,25,Male,State,0%,Yes,Yes,Bus,4,Yes,Yes,Yes,Yes,Always,DC
10479,18,Female,State,0%,No,No,Bus,9,Yes,Yes,Yes,Yes,Sometimes,BB
10480,21,Female,State,50%,No,No,Bike,9,Yes,No,Yes,No,Sometimes,CC
10481,21,Male,Private,0%,No,No,Private,8,Yes,Yes,Yes,Yes,Sometimes,CC
10482,23,Male,Private,50%,Yes,No,Bus,5,Yes,No,No,Yes,Sometimes,FF
10483,22,Female,State,0%,No,No,Private,3,Yes,No,Yes,Yes,Sometimes,FF
10484,23,Female,Private,100%,Yes,Yes,Bus,15,Yes,Yes,Yes,Yes,Sometimes,CC
10485,22,Female,State,25%,No,Yes,Bus,11,Yes,No,Yes,Yes,Sometimes,CC
10486,23,Female,State,100%,No,No,Bus,12,Yes,Yes,No,Yes,Always,CC
10487,20,Male,State,100%,No,Yes,Bus,8,No,Yes,Yes,Yes,Never,DC
10488,21,Female,State,0%,No,Yes,Private,7,No,No,Yes,Yes,Always,DC
10489,18,Female,State,50%,No,Yes,Bus,10,No,Yes,No,Yes,Always,DC
10490,22,Female,State,0%,Yes,No,Private,1,Yes,Yes,No,Yes,Sometimes,FF
10491,25,Male,State,100%,Yes,Yes,Bus,4,No,Yes,Yes,Yes,Sometimes,CC
10492,22,Female,Private,50%,No,No,Bus,5,No,Yes,Yes,Yes,Sometimes,DC
10493,18,Female,Private,0%,Yes,Yes,Bus,6,No,Yes,Yes,Yes,Always,CC
10494,23,Male,Private,0%,No,Yes,Bus,4,Yes,Yes,No,Yes,Sometimes,FF
10495,22,Male,Private,25%,No,Yes,Private,9,Yes,No,Yes,Yes,Sometimes,CC
10496,24,Female,Private,100%,No,Yes,Bus,8,No,Yes,Yes,No,Always,DC
10497,20,Male,Private,50%,No,No,Private,14,No,No,Yes,No,Sometimes,CC
10498,21,Male,State,75%,No,No,Bus,18,Yes,Yes,Yes,Yes,Always,BA
10499,18,Male,Other,25%,No,No,Bus,3,Yes,Yes,Yes,Yes,Never,FF
10500,21,Female,Private,0%,No,Yes,Bus,9,Yes,Yes,Yes,No,Sometimes,DC
10501,24,Female,State,100%,No,No,Private,9,Yes,No,Yes,Yes,Sometimes,CC
10502,22,Female,State,0%,No,Yes,Bus,8,No,No,No,No,Always,FF
10503,22,Male,Private,100%,No,Yes,Private,4,Yes,Yes,Yes,No,Always,DC
10504,25,Female,Other,25%,No,No,Private,4,Yes,Yes,Yes,No,Sometimes,DC
10505,24,Female,State,0%,No,No,Bus,9,No,No,Yes,Yes,Sometimes,DC
10506,18,Female,Private,50%,Yes,Yes,Bus,4,Yes,Yes,Yes,Yes,Sometimes,DC
10507,25,Female,State,100%,No,Yes,Bus,9,Yes,Yes,No,Yes,Sometimes,DC
10508,20,Male,Private,100%,No,No,Bike,7,No,Yes,Yes,Yes,Always,CC
10509,25,Female,State,0%,No,Yes,Bus,9,Yes,No,Yes,Yes,Always,CC
10510,19,Male,Private,0%,Yes,No,Bus,4,Yes,Yes,No,Yes,Never,FF
10511,18,Female,State,50%,No,No,Bus,9,No,Yes,Yes,Yes,Always,DC
10512,19,Male,State,50%,No,No,Private,4,No,Yes,No,No,Always,FF
10513,24,Male,State,50%,No,Yes,Private,9,No,Yes,Yes,Yes,Always,BB
10514,23,Male,Private,0%,No,No,Bike,13,Yes,Yes,Yes,No,Always,CC
10515,19,Female,State,100%,Yes,Yes,Private,9,Yes,No,Yes,No,Always,DC
10516,20,Male,State,50%,No,Yes,Bus,9,No,No,Yes,Yes,Sometimes,DC
10517,25,Female,State,75%,No,No,Bus,11,Yes,Yes,Yes,Yes,Sometimes,BB
10518,23,Male,State,50%,No,Yes,Private,2,Yes,Yes,Yes,No,Sometimes,DC
10519,25,Male,State,25%,No,Yes,Bike,15,Yes,No,Yes,Yes,Never,BB
10520,19,Female,State,100%,Yes,No,Bus,4,Yes,Yes,Yes,No,Always,DC
10521,25,Male,State,50%,No,No,Bus,12,Yes,Yes,Yes,No,Always,CC
10522,24,Male,State,75%,Yes,Yes,Private,11,Yes,No,Yes,Yes,Always,CC
10523,23,Female,State,100%,No,Yes,Bus,4,Yes,No,Yes,No,Sometimes,FF
10524,24,Male,State,50%,No,Yes,Bus,12,No,Yes,Yes,Yes,Always,BB
10525,19,Male,Private,50%,No,Yes,Bike,10,Yes,Yes,Yes,No,Sometimes,CC
10526,24,Male,State,0%,No,No,Private,16,Yes,Yes,Yes,Yes,Sometimes,BA
10527,20,Female,State,0%,No,No,Bus,9,Yes,No,Yes,Yes,Always,DC
10528,19,Female,Private,25%,No,No,Bus,8,Yes,No,Yes,Yes,Always,CC
10529,19,Female,State,0%,No,Yes,Bus,6,No,Yes,Yes,No,Always,DC
10530,19,Female,State,25%,No,Yes,Bike,1,No,No,Yes,No,Always,FF
10531,18,Male,Private,25%,No,Yes,Bike,7,No,No,Yes,No,Always,DC
10532,25,Male,State,25%,No,Yes,Private,7,No,Yes,Yes,Yes,Always,CC
10533,18,Female,Private,25%,No,Yes,Bus,9,No,Yes,Yes,Yes,Sometimes,DC
10534,18,Male,Private,0%,Yes,Yes,Bus,2,Yes,Yes,Yes,Yes,Always,DC
10535,20,Male,State,0%,No,Yes,Private,7,Yes,No,Yes,No,Always,CC
10536,23,Male,Private,50%,No,No,Bus,10,Yes,Yes,No,No,Always,CC
10537,25,Male,Private,50%,No,No,Private,11,Yes,Yes,Yes,Yes,Sometimes,CC
10538,24,Female,State,25%,No,No,Private,1,Yes,Yes,No,No,Always,FF
10539,22,Male,Private,50%,No,Yes,Bus,11,Yes,Yes,No,Yes,Always,CC
10540,19,Female,Other,75%,No,No,Bike,7,Yes,Yes,No,No,Sometimes,FF
10541,24,Male,Other,25%,No,No,Bus,7,Yes,Yes,Yes,Yes,Always,CC
10542,19,Female,Private,50%,No,Yes,Private,0,Yes,Yes,Yes,Yes,Always,FF
10543,20,Male,Private,100%,No,No,Bus,14,Yes,Yes,Yes,No,Always,BB
10544,19,Male,State,75%,Yes,No,Private,9,No,Yes,Yes,No,Sometimes,CC
10545,18,Female,State,25%,No,No,Private,2,Yes,Yes,Yes,Yes,Always,DC
10546,25,Female,Private,50%,No,Yes,Bus,10,No,Yes,Yes,Yes,Always,BB
10547,22,Male,State,0%,No,Yes,Bus,9,No,Yes,Yes,No,Sometimes,CC
10548,21,Male,Private,50%,Yes,No,Bus,13,Yes,Yes,No,No,Always,BB
10549,19,Male,State,100%,Yes,Yes,Bus,7,Yes,Yes,Yes,No,Always,DC
10550,24,Male,Private,50%,No,No,Private,8,Yes,Yes,Yes,Yes,Always,CC
10551,18,Male,Private,100%,Yes,No,Bus,5,No,No,No,Yes,Always,FF
10552,21,Male,Private,25%,No,Yes,Bus,10,Yes,Yes,Yes,No,Always,BB
10553,22,Male,Other,100%,No,No,Bus,5,Yes,Yes,No,Yes,Sometimes,DC
10554,21,Male,State,50%,No,No,Bus,4,Yes,Yes,No,Yes,Sometimes,DC
10555,18,Female,State,0%,Yes,Yes,Private,8,Yes,Yes,Yes,Yes,Always,CC
10556,25,Female,Private,50%,No,Yes,Bus,3,No,Yes,Yes,Yes,Always,CC
10557,25,Female,Private,25%,No,No,Private,14,Yes,Yes,Yes,Yes,Sometimes,BB
10558,23,Male,Private,0%,No,No,Private,16,Yes,Yes,Yes,Yes,Always,BB
10559,25,Male,State,75%,No,Yes,Bus,6,Yes,No,Yes,No,Sometimes,CC
10560,23,Female,State,25%,No,Yes,Private,2,No,Yes,Yes,Yes,Always,FF
10561,21,Male,State,75%,Yes,No,Bus,9,No,Yes,Yes,No,Always,CC
10562,20,Male,Private,25%,No,No,Bus,6,Yes,No,Yes,Yes,Always,CC
10563,24,Female,Other,0%,No,Yes,Bus,13,Yes,Yes,Yes,Yes,Sometimes,BB
10564,24,Female,Private,100%,No,No,Bus,5,Yes,Yes,Yes,No,Sometimes,DC
10565,21,Female,Other,25%,No,Yes,Private,10,Yes,Yes,No,Yes,Sometimes,DC
10566,19,Male,Private,50%,No,Yes,Bus,8,No,Yes,Yes,Yes,Always,CC
10567,19,Male,State,50%,Yes,No,Bus,5,Yes,Yes,Yes,No,Always,CC
10568,25,Female,Private,50%,No,Yes,Bus,9,Yes,Yes,Yes,No,Always,CC
10569,24,Male,State,100%,No,No,Bus,12,Yes,Yes,Yes,Yes,Always,BB
10570,24,Female,State,50%,No,Yes,Private,8,Yes,No,Yes,No,Sometimes,DC
10571,23,Female,State,25%,No,No,Bus,8,Yes,Yes,Yes,Yes,Always,CC
10572,20,Female,State,75%,No,Yes,Private,5,Yes,No,Yes,Yes,Sometimes,DC
10573,18,Male,State,0%,No,Yes,Bike,13,Yes,Yes,Yes,No,Sometimes,BB
10574,19,Male,State,50%,No,No,Bus,12,No,Yes,Yes,Yes,Always,CC
10575,24,Female,State,100%,Yes,Yes,Private,6,Yes,No,Yes,No,Sometimes,DC
10576,23,Female,Private,50%,No,No,Bus,8,Yes,No,Yes,Yes,Sometimes,CC
10577,22,Female,State,75%,No,No,Bus,14,Yes,No,Yes,Yes,Always,BB
10578,23,Male,State,50%,No,No,Bus,3,Yes,Yes,No,Yes,Sometimes,DC
10579,19,Male,Private,75%,Yes,No,Bus,10,Yes,No,Yes,No,Always,CC
10580,19,Female,State,100%,No,No,Bike,6,Yes,Yes,Yes,Yes,Always,CC
10581,23,Female,Private,25%,No,No,Bus,15,Yes,No,No,Yes,Always,BB
10582,18,Female,Private,0%,No,No,Private,8,Yes,No,Yes,No,Sometimes,CC
10583,21,Male,Private,50%,No,No,Bus,13,Yes,Yes,Yes,No,Sometimes,BB
10584,19,Female,Private,50%,No,Yes,Private,5,Yes,Yes,Yes,Yes,Always,DC
10585,23,Female,State,25%,No,No,Bus,3,No,No,Yes,Yes,Sometimes,FF
10586,24,Female,State,0%,No,Yes,Private,7,Yes,Yes,Yes,Yes,Always,CC
10587,23,Male,Other,25%,No,Yes,Bus,9,Yes,Yes,No,No,Always,CC
10588,20,Male,State,100%,Yes,Yes,Private,6,Yes,Yes,Yes,Yes,Always,CC
10589,21,Female,Private,50%,No,No,Private,11,Yes,Yes,Yes,No,Always,BB
10590,22,Male,State,25%,Yes,No,Private,7,No,Yes,No,No,Always,DC
10591,18,Male,State,0%,No,No,Bus,0,Yes,Yes,Yes,Yes,Sometimes,FF
10592,25,Female,State,25%,No,Yes,Bus,10,Yes,Yes,Yes,Yes,Always,CC
10593,22,Male,State,0%,Yes,Yes,Private,4,Yes,Yes,Yes,Yes,Sometimes,DC
10594,21,Female,Other,0%,No,No,Bus,7,Yes,Yes,Yes,No,Sometimes,DC
10595,21,Male,State,100%,No,Yes,Bus,14,Yes,Yes,Yes,Yes,Never,BB
10596,21,Female,Other,100%,No,Yes,Bus,15,Yes,No,Yes,No,Always,BA
10597,22,Female,Private,0%,Yes,Yes,Bus,6,Yes,Yes,Yes,No,Always,CC
10598,24,Male,Private,0%,No,No,Bus,10,Yes,No,Yes,Yes,Always,CC
10599,21,Male,State,25%,Yes,Yes,Bus,6,No,No,Yes,Yes,Sometimes,DC
10600,23,Male,State,50%,Yes,Yes,Bus,7,Yes,Yes,No,No,Always,DC
10601,22,Male,State,25%,Yes,No,Bus,6,Yes,Yes,No,Yes,Sometimes,DC
10602,25,Female,Other,25%,No,Yes,Bus,1,Yes,No,Yes,Yes,Always,DC
10603,21,Female,Private,25%,Yes,No,Bus,8,No,Yes,Yes,Yes,Always,CC
10604,23,Male,Private,75%,Yes,Yes,Private,9,Yes,Yes,Yes,No,Sometimes,CC
10605,24,Male,State,50%,No,Yes,Bus,5,No,Yes,Yes,No,Never,FF
10606,20,Male,State,50%,No,No,Private,12,Yes,Yes,Yes,Yes,Sometimes,BB
10607,24,Female,Private,25%,Yes,No,Bus,6,Yes,Yes,Yes,No,Sometimes,CC
10608,25,Male,State,100%,No,No,Bus,5,No,Yes,No,No,Always,DC
10609,21,Female,State,100%,No,No,Bus,10,No,Yes,Yes,No,Sometimes,CC
10610,25,Female,State,0%,Yes,Yes,Bus,2,Yes,Yes,Yes,No,Never,FF
10611,22,Female,State,25%,No,Yes,Private,12,Yes,No,Yes,Yes,Always,CC
10612,19,Male,Private,50%,Yes,Yes,Bus,6,Yes,Yes,Yes,Yes,Always,CC
